No.,No. 2,Description,Price EXW,Description 2,Inventory,Net Change,Unit Price,Unit Price Including VAT,Unit Cost,Profit %,Base Unit of Measure,Blocked,Division Code,Item Category Code,Recipe Item Type,Barcode No.,BRANDS,Gen. Prod. Posting Group,Transfer Posting Group,Inventory Posting Group,Division Description,Item Category Description,Retail Product Code,DisCountinue,Unit Cost1,Retail Product Description,Qty. Onhand at Date,VAT Bus. Posting Gr. (Price),Date Created,Created by User,Last DateTime Modified,Last Modified by User,Gross Weight,Net Weight,No Discount Allowed,Price Includes VAT
SPL1238,,,0.00,ENAMEL PLAET,0.,0.,25.00,25.00,20.63,5.102,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1238,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1239,,,0.00,ENAMEL PLAET,0.,0.,20.00,20.00,20.82,-19.715,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1239,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1240,,,0.00,ENAMEL PLAET,0.,0.,20.00,20.00,20.63,-18.6225,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1240,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1241,,,0.00,ENAMEL  SERVICE SET ,0.,0.,65.00,65.00,20.82,63.16462,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1241,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1242,,,0.00,ENAMEL  SERVICE SET ,0.,0.,65.00,65.00,20.63,63.50077,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1242,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1243,,,0.00,ENAMEL PLAET WITH BASE,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1243,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1244,,,0.00,ENAMEL PLAET WITH BASE,0.,0.,15.00,15.00,20.63,-58.16333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1244,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1245,,,0.00,FOLDING PLASTIC BOX WITH PVC-WOOD COLOR LID) WHITE,0.,0.,30.00,30.00,20.82,20.19,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1245,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1246,,,0.00,DOT STEEL KETTEL  GOLD,0.,0.,30.00,30.00,20.63,20.91833,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1246,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1247,,,0.00,DOT STEEL KETTEL  COPPER,0.,0.,30.00,30.00,20.81,20.22833,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1247,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1248,,,0.00,DOT STEEL KETTEL  SILVER,0.,0.,25.00,25.00,20.63,5.102,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1248,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1249,,,0.00,DOT STEEL KETTEL  SILVER,0.,0.,20.00,20.00,20.82,-19.715,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1249,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1250,,,0.00,DOT STEEL KETTEL  SILVER,0.,0.,15.00,15.00,20.63,-58.16333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1250,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1251,,,0.00,ENAMEL COOKING BOWL,0.,0.,25.00,25.00,20.82,4.228,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1251,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1252,,,0.00,DALLAH GOLD DESIGN BAQDATHI,0.,0.,105.00,105.00,20.63,77.40524,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1252,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1253,,,0.00,DALLAH GOLD DESIGN BAQDATHI,0.,0.,95.00,95.00,20.82,74.79684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1253,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1254,,,0.00,DALLAH GOLD DESIGN BAQDATHI,0.,0.,75.00,75.00,20.63,68.36733,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1254,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1255,,,0.00,DALLAH GOLD & SILVER DOT,0.,0.,95.00,95.00,20.82,74.79684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1255,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1256,,,0.00,DALLAH GOLD & SILVER DOT,0.,0.,85.00,85.00,20.63,72.08882,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1256,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1257,,,0.00,DALLAH GOLD & SILVER DOT,0.,0.,75.00,75.00,20.82,68.076,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1257,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1258,,,0.00,DALLAH GOLD DOT,0.,0.,95.00,95.00,20.63,75.02684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1258,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1259,,,0.00,DALLAH GOLD & SILVER ,0.,0.,95.00,95.00,20.82,74.79684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1259,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1260,,,0.00,DALLAH GOLD & SILVER ,0.,0.,85.00,85.00,20.63,72.08882,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1260,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1261,,,0.00,DALLAH GOLD & SILVER ,0.,0.,75.00,75.00,20.81,68.09133,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1261,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1262,,,0.00,FOLDING HIKING CUTTING BOAR,0.,0.,5.00,5.00,3.438,20.926,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1262,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,3.438,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1263,,,0.00,SLEEPING BAG CANVAS,1.,1.,395.00,395.00,20.82,93.93848,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1263,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1264,,,0.00,MAT 2*4,0.,0.,75.00,75.00,20.63,68.36733,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1264,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1265,,,0.00,CARGO NET (STARP) BLACK ,0.,0.,165.00,165.00,20.82,85.48909,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1265,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1266,,,0.00,DISCOVERY BAG BIG WITH TROLLY,1.,1.,95.00,95.00,20.63,75.02684,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1266,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1267,,,0.00,GUN COVER,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1267,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1268,,,0.00,GUN COVER,0.,0.,65.00,65.00,20.63,63.50077,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1268,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1269,,,0.00,GUN COVER,0.,0.,65.00,65.00,20.82,63.16462,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1269,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1270,,,0.00,GUN COVER,0.,0.,65.00,65.00,20.63,63.50077,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1270,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1271,,,0.00,FOLDING CHAIR ORANGE,0.,0.,85.00,85.00,20.82,71.83176,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1271,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1272,,,0.00,TRIPOD STAND BLACK HOMFUL,0.,0.,45.00,45.00,20.63,47.27889,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1272,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1273,,,0.00,FOLDING CHAIR ROUND,0.,0.,65.00,65.00,20.81,63.18231,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1273,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1274,,,0.00,FLOOR MAT WITH SIDE WIND 30CM HIGHT,0.,0.,75.00,75.00,20.64,68.352,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1274,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.64,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1275,,,0.00,ALUMINIUM CAMP COAT ,0.,0.,95.00,95.00,20.81,74.80895,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1275,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1276,,,0.00,HUNTING JACKET,0.,0.,45.00,45.00,20.63,47.27889,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1276,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1277,,,0.00,HUNTING JACKET,0.,0.,45.00,45.00,20.82,46.79333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1277,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1278,,,0.00,FLOOR MAT 3*2,0.,0.,65.00,65.00,20.63,63.50077,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1278,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1279,,,0.00,BAG,0.,0.,5.00,5.00,10.41,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1279,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,10.41,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1280,,,0.00,ALUMINIUM FOLDING TABLE,0.,0.,145.00,145.00,20.63,83.63828,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1280,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1281,,,0.00,FLOOR CAHIR WITH MAT,0.,0.,15.00,15.00,20.82,-59.62,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1281,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1282,,,0.00,FLOOR CHAIR,0.,0.,35.00,35.00,20.63,32.21571,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1282,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1283,,,0.00,BBQ TRANGEL STAND,0.,0.,10.00,10.00,20.82,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1283,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1284,,,0.00,BAG VKS,0.,0.,15.00,15.00,20.63,-58.16333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1284,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1285,,,0.00,BAG VKS,0.,0.,10.00,10.00,20.82,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1285,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1286,,,0.00,CAR AIR PUMP ,0.,0.,45.00,45.00,20.63,47.27889,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1286,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1287,,,0.00,FOLDING CHAIR,0.,0.,65.00,65.00,20.81,63.18231,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1287,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1288,,,0.00,HIKING MAT WITH SIDE CARRY BAG,0.,0.,65.00,65.00,20.64,63.48308,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1288,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.64,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1289,,,0.00,FOLDING CHAIR,0.,0.,95.00,95.00,20.81,74.80895,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1289,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1290,,,0.00,SLEEPING BAG,0.,0.,35.00,35.00,20.63,32.21571,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1290,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1291,,,0.00,COOL BAG,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1291,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1292,,,0.00,BBQ ,0.,0.,15.00,15.00,20.63,-58.16333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1292,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1293,,,0.00,FLOOR CHAIR ,0.,0.,45.00,45.00,20.82,46.79333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1293,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1294,,,0.00,SLEEPING BAG,0.,0.,95.00,95.00,20.63,75.02684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1294,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1295,,,0.00,FIRE PIT MANGAL WITH NET ,0.,0.,55.00,55.00,20.82,56.46727,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1295,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1296,,,0.00,ALUMINIUM HIKING CAMP COT 19119,0.,0.,245.00,245.00,20.63,90.31653,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1296,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1297,,,0.00,BREACKFAST POT EAMPTY,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1297,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1298,,,0.00,WATER CAN  ORANGE SHIRLY,0.,0.,15.00,15.00,20.63,-58.16333,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1298,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1299,,,0.00,TEA KETTEL ,0.,0.,35.00,35.00,20.82,31.59143,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1299,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1300,,,0.00,TEA KETTEL ,0.,0.,45.00,45.00,20.63,47.27889,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1300,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1301,,,0.00,TEA KETTEL ,0.,0.,25.00,25.00,20.81,4.274,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1301,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1302,,,0.00,FAN WITH LET ,0.,0.,35.00,35.00,20.64,32.18286,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1302,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.64,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1303,,,0.00,USB LIGHT SYSTEM KINGCAP,0.,0.,20.00,20.00,20.81,-19.6575,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1303,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1304,,,0.00,SOLAR LIGHT,0.,0.,10.00,10.00,20.63,-137.245,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1304,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1305,,,0.00,SOLAR LIGHT,0.,0.,10.00,10.00,20.82,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1305,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:40,35762,0.,0.,FALSE,TRUE
SPL1306,,,0.00,SOLAR LIGHT,0.,0.,10.00,10.00,20.63,-137.245,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1306,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1307,,,0.00,CAP,0.,0.,10.00,10.00,20.82,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1307,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1308,,,0.00,CAP,0.,0.,10.00,10.00,20.63,-137.245,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1308,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1309,,,0.00,STOVE 190G,0.,0.,5.00,5.00,20.82,-378.86,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1309,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1310,,,0.00,COFFEE CONTAINER INDIA,0.,0.,10.00,10.00,20.63,-137.245,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1310,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1311,,,0.00,LED LIGHT,0.,0.,35.00,35.00,20.82,31.59143,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1311,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
